hhid,hhgroup,sample_segment,sample_county,final_cnty,cityofredmond,cityofseattle,psrc,final_home_tract,final_home_bg,final_home_puma10,final_home_rgcnum,final_home_uvnum,final_home_taz2010,travelweek,traveldate,dayofweek,hhsize,vehicle_count,numadults,numchildren,numworkers,lifecycle,hhincome_detailed,hhincome_followup,hhincome_broad,car_share,rent_own,res_dur,res_type,res_months,offpark,offpark_cost,streetpark,prev_home_wa,prev_home_tract,prev_home_bg,prev_home_puma10,prev_home_rgcname,prev_home_taz2010,prev_home_notwa_notus,prev_home_notwa_city,prev_home_notwa_zip,prev_home_notwa_state,prev_rent_own,prev_res_type,res_factors_30min,res_factors_afford,res_factors_closefam,res_factors_hhchange,res_factors_hwy,res_factors_school,res_factors_space,res_factors_transit,res_factors_walk,rmove_optin,diary_incentive_type,extra_incentive,call_center,mobile_device,contact_email,contact_phone,foreign_language,google_translate,recruit_start_pt,recruit_end_pt,recruit_duration_min,numdayscomplete,day1complete,day2complete,day3complete,day4complete,day5complete,day6complete,day7complete,num_trips,nwkdays,hh_wt_revised,hh_day_wt_revised
17126063,2,43,King,1,1,0,0,53033032309,530330323092,11607,16,0,1652,9,6/1/17,5,3,2,3,0,3,6,9,,5,2,2,3,4,1,2,100,1,2,,,,,,0,Ann Arbor,,22,2,4,4,5,3,3,2,1,2,5,5,,1,1,0,0,1,0,0,0,04:45.6,30:17.4,26,1,1,,,,,,,15,1,89.839837,89.839837
17126072,2,11,King,1,0,0,1,53033029503,530330295032,11613,1,0,1247,3,4/19/17,4,1,1,1,0,1,3,4,,2,2,2,1,4,1,1,0,3,2,,,,,,0,Bozeman,,26,2,4,3,5,1,1,2,1,3,5,5,,2,0,0,0,1,0,0,0,50:56.9,59:08.2,9,1,1,,,,,,,3,1,270.0791766,270.0791766
17126082,1,42,King,1,1,0,0,53033032309,530330323091,11607,1,0,1657,3,4/18/17,3,2,2,2,0,2,6,6,,4,2,2,1,4,1,10,40,3,2,,,,,,0,Ann Arbor,,22,2,4,5,5,5,3,4,2,1,2,4,1,,1,0,0,1,0,0,0,37:53.1,54:24.6,17,7,1,1,1,1,1,1,1,59,4,4.06406778,1.016016945
17126101,1,54,King,1,0,1,0,53033001701,530330017011,11601,1,20,91,9,5/30/17,3,1,1,1,0,0,5,6,,4,2,1,2,4,2,10,0,1,1,53033006200,530330062003,11604,,377,,,,,1,1,4,4,5,3,4,3,3,5,5,1,,0,0,0,1,0,0,0,34:54.4,47:55.1,13,3,0,1,1,1,0,0,0,33,2,19.85766277,9.928831386
17126156,2,51,King,1,0,1,0,53033004700,530330047002,11601,1,5,260,8,5/24/17,4,1,1,1,0,0,5,4,,2,2,1,7,3,3,2,0,1,,,,,,,,,,,,,1,5,2,3,4,1,4,5,5,2,2,0,0,0,1,0,0,0,13:57.0,22:04.1,9,1,1,,,,,,,10,1,33.21905839,33.21905839
17126167,2,55,King,1,0,1,0,53033000401,530330004011,11601,1,8,3,5,5/3/17,4,1,0,1,0,0,5,11,1,1,2,2,4,4,1,10,0,3,1,53033008500,530330085002,11603,Seattle First Hill/Capitol Hill,608,,,,,2,4,1,5,4,1,4,1,3,5,3,,1,0,0,1,1,0,0,0,05:50.7,32:05.0,5427,1,1,,,,,,,5,1,22.30172058,22.30172058
17126178,2,11,Pierce,3,0,0,1,53053062801,530530628014,11501,1,0,2936,4,4/25/17,3,1,1,1,0,1,4,5,,3,2,2,2,4,1,1,35,2,1,53053062801,530530628011,11501,,2952,,,,,2,2,4,5,4,3,4,1,4,5,4,,1,0,0,1,1,0,0,0,06:46.2,29:55.3,23,1,1,,,,,,,4,1,267.7276497,267.7276497
17126237,1,51,King,1,0,1,0,53033007500,530330075002,11604,21,28,554,5,5/2/17,3,1,0,1,0,1,3,4,,2,1,2,2,4,1,0,,2,1,53033006700,530330067003,11603,,401,,,,,2,1,4,3,4,3,3,3,1,5,5,1,,0,0,0,1,0,0,0,50:00.8,57:44.7,7,7,1,1,1,1,1,1,1,28,4,28.07330734,7.018326837
17126258,2,50,King,1,0,1,0,53033008001,530330080011,11603,20,38,454,1,4/4/17,3,2,1,2,0,2,7,9,,5,2,1,1,4,1,1,0,3,2,,,,,,0,Glen Rock,7452,30,1,1,5,4,2,3,2,3,2,4,5,2,4,0,0,0,1,0,0,0,48:15.5,03:12.9,15,1,1,,,,,,,2,1,46.11126872,46.11126872
17126282,2,51,King,1,0,1,0,53033007401,530330074014,11603,21,9,427,1,4/6/17,5,1,0,1,0,1,3,3,,2,2,1,2,4,1,0,,3,2,,,,,,0,Lincoln ,,27,2,4,5,5,1,1,1,1,4,4,5,,1,0,0,0,1,1,0,0,01:58.8,09:46.5,8,1,1,,,,,,,6,1,52.60325428,52.60325428
17126319,2,43,King,1,1,0,0,53033032309,530330323092,11607,16,0,1674,3,4/19/17,4,3,2,2,1,1,1,7,,5,2,1,1,4,1,1,0,4,1,53033023201,530330232013,11608,,1568,,,,,2,4,5,2,4,1,1,5,1,5,5,,1,1,0,1,1,0,0,0,03:20.7,27:26.3,24,1,1,,,,,,,7,1,4.896179352,4.896179352
17126347,2,52,King,1,0,1,0,53033001800,530330018001,11601,1,4,74,5,5/2/17,3,2,2,2,0,1,7,5,,3,2,1,3,1,1,2,0,1,1,53033004700,530330047001,11601,,238,,,,,2,1,5,5,4,3,5,3,4,5,5,,2,0,0,1,1,0,0,0,46:05.7,07:04.2,21,1,1,,,,,,,9,1,20.78386103,20.78386103
17126366,2,3,Pierce,3,0,0,1,53053073119,530530731192,11507,1,0,3451,6,5/11/17,5,4,2,2,2,1,1,11,6,6,2,2,2,1,1,6,0,3,1,53033031202,530330312021,11614,,2054,,,,,2,1,1,5,2,3,1,3,5,1,2,,1,0,0,1,,,0,0,33:34.1,53:01.7,20,1,1,,,,,,,2,1,499.8982902,499.8982902
17126396,1,52,King,1,0,1,0,53033003600,530330036004,11601,1,19,176,8,5/23/17,3,2,2,2,0,2,6,5,,3,2,2,1,4,1,9,100,1,1,53033004800,530330048004,11601,,262,,,,,2,4,5,5,4,1,1,1,3,4,4,1,,0,0,1,1,0,0,0,20:16.5,33:11.7,13,2,1,1,0,0,0,0,0,33,2,439.3840769,219.6920385
17126408,2,1,King,1,0,0,1,53033023300,530330233003,11608,1,0,1526,7,5/18/17,5,3,2,2,1,1,2,8,,5,2,1,4,1,1,2,0,1,2,,,,,,0,tempe,,3,1,1,1,3,1,1,4,4,4,1,4,,1,0,0,0,1,0,0,0,00:21.4,11:27.7,11,1,1,,,,,,,10,1,483.3667024,483.3667024
17126419,1,2,King,1,0,0,1,53033000600,530330006003,11601,1,0,29,5,5/2/17,3,1,0,1,0,1,4,2,,1,2,2,2,1,1,2,0,1,1,53033005000,530330050003,11601,,316,,,,,2,1,4,5,4,1,3,1,4,5,4,1,,0,0,0,0,1,0,0,45:18.1,55:41.8,10,5,1,0,1,1,0,1,1,22,3,1023.5732,341.1910665
17126428,2,23,King,1,1,0,0,53033022606,530330226061,11607,1,0,1659,8,5/23/17,3,7,2,2,5,3,2,11,6,6,2,1,6,1,1,2,0,4,,,,,,,,,,,,,4,3,4,4,2,5,4,5,5,,2,0,0,0,1,0,0,0,01:07.8,24:42.3,23,1,1,,,,,,,36,1,23.875,23.875
17126437,2,51,King,1,0,1,0,53033006100,530330061004,11603,1,15,362,5,5/2/17,3,1,1,1,0,0,5,5,,3,2,1,7,4,2,10,0,1,,,,,,,,,,,,,1,5,3,1,4,1,3,1,1,,2,0,0,1,1,0,0,0,20:02.4,30:30.7,10,1,1,,,,,,,2,1,26.74284656,26.74284656
17126457,2,54,King,1,0,1,0,53033009800,530330098001,11605,1,3,684,3,4/19/17,4,2,2,2,0,0,8,9,,5,2,1,7,1,2,2,0,1,,,,,,,,,,,,,5,4,4,3,3,4,5,2,3,,1,0,0,1,1,0,0,0,45:14.1,02:27.9,17,1,1,,,,,,,2,1,343.882188,343.882188
17126462,2,32,King,1,1,0,0,53033032324,530330323242,11607,16,0,1676,4,4/27/17,5,2,2,2,0,2,6,5,,3,2,2,1,4,1,10,0,3,1,53033008700,530330087002,11604,,598,,,,,2,4,5,5,5,3,4,3,1,3,5,,1,0,0,0,1,0,0,0,31:53.2,44:00.4,13,1,1,,,,,,,8,1,231.7867809,231.7867809
17126470,2,54,King,1,0,1,0,53033009400,530330094004,11605,1,24,648,1,4/4/17,3,2,1,2,0,2,7,7,,5,1,1,5,1,1,1,0,1,,,,,,,,,,,,,5,4,1,1,1,1,4,5,5,,1,0,0,0,1,0,0,0,41:36.5,52:17.5,11,1,1,,,,,,,5,1,15.42959021,15.42959021
17126473,2,59,King,1,0,1,0,53033005200,530330052002,11602,24,36,307,8,5/24/17,4,1,0,1,0,1,4,3,,2,2,1,2,4,1,4,20,3,1,53033004200,530330042001,11602,,205,,,,,2,4,5,5,3,3,3,3,3,5,5,2,1,0,0,0,,,0,0,26:36.7,43:14.6,17,1,1,,,,,,,2,1,4.25,4.25
17126520,2,54,King,1,0,1,0,53033010600,530330106003,11605,1,23,748,2,4/12/17,4,1,1,1,0,1,4,6,,4,2,1,2,2,1,1,0,1,1,53033031904,530330319043,11615,,1371,,,,,2,1,5,4,4,3,5,1,4,3,5,,1,0,0,1,1,0,0,0,31:01.0,39:23.4,8,1,1,,,,,,,5,1,15.62421812,15.62421812
17126522,2,33,King,1,1,0,0,53033022803,530330228031,11607,1,0,1625,2,4/11/17,3,3,1,2,1,1,1,6,,4,2,2,2,1,1,1,0,1,1,53033023201,530330232011,11608,,1566,,,,,2,4,3,2,1,2,1,2,1,2,1,,1,0,0,1,1,0,0,0,43:03.5,52:58.8,9,1,1,,,,,,,0,1,12.50090335,12.50090335
17126527,2,2,King,1,0,0,1,53033028802,530330288022,11611,1,0,1014,5,5/3/17,4,2,2,2,0,1,7,7,,5,2,1,7,1,1,7,0,1,,,,,,,,,,,,,2,2,5,3,3,2,3,3,2,,1,0,0,0,1,0,0,0,03:42.9,13:57.6,10,1,1,,,,,,,13,1,546.9,546.9
17126543,2,23,King,1,1,0,0,53033032325,530330323253,11607,1,0,1679,3,4/20/17,5,2,1,2,0,1,6,7,,5,2,2,1,4,2,2,0,1,2,,,,,,0,San Francisco,,5,2,1,5,3,3,5,5,4,5,4,5,2,1,0,0,0,1,0,0,0,32:02.8,21:28.7,469,1,1,,,,,,,8,1,23.875,23.875
17126565,2,58,King,1,0,1,0,53033009100,530330091002,11603,20,10,628,6,5/11/17,5,2,0,2,0,2,7,4,,2,2,1,6,4,1,0,,3,,,,,,,,,,,,,1,1,2,2,2,3,4,5,5,,3,0,0,0,,,0,0,03:22.2,11:08.1,8,1,1,,,,,,,14,1,6.889795228,6.889795228
17126594,2,55,King,1,0,1,0,53033001200,530330012005,11602,22,26,71,5,5/4/17,5,2,2,2,0,2,6,6,,4,2,2,4,4,1,2,70,1,1,53033008100,530330081002,11603,Seattle Downtown,531,,,,,2,4,3,5,2,1,4,1,3,4,4,,1,0,0,0,1,0,0,0,12:20.2,21:28.1,9,1,1,,,,,,,9,1,13.00042992,13.00042992
17126615,2,55,King,1,0,1,0,53033000401,530330004011,11601,1,8,4,5,5/3/17,4,2,2,2,0,0,8,11,6,6,2,2,5,7,1,10,0,3,,,,,,,,,,,,,1,5,5,3,4,3,5,5,5,,4,0,1,0,,,0,0,29:14.1,43:28.1,14,1,1,,,,,,,2,1,311.4,311.4
17126643,2,51,King,1,0,1,0,53033007500,530330075002,11604,21,9,554,7,5/18/17,5,2,2,2,0,2,7,5,,3,2,1,7,1,1,2,0,4,,,,,,,,,,,,,3,5,3,3,4,1,4,1,5,,3,1,0,0,,,0,0,41:28.2,13:28.5,32,1,1,,,,,,,10,1,24.90373167,24.90373167
17126660,2,54,King,1,0,1,0,53033011800,530330118004,11604,1,30,846,1,4/4/17,3,4,2,3,1,3,2,5,,3,2,1,3,1,1,5,0,1,1,53033026801,530330268012,11611,,887,,,,,1,1,4,4,1,3,2,4,5,5,4,,1,0,0,0,1,0,0,0,57:12.3,20:55.9,23,1,1,,,,,,,8,1,343.8810024,343.8810024
17126667,2,52,King,1,0,1,0,53033005900,530330059001,11603,1,6,341,3,4/19/17,4,2,1,2,0,2,6,6,,4,2,2,3,4,1,8,0,1,1,53033012100,530330121001,11605,,835,,,,,4,1,5,5,5,3,4,1,2,5,4,,1,0,0,0,1,0,0,0,20:22.7,26:58.8,6,1,1,,,,,,,5,1,21.08098429,21.08098429
17126674,2,55,King,1,0,1,0,53033004900,530330049003,11601,1,17,323,5,5/4/17,5,2,1,2,0,0,7,5,,3,2,1,3,1,1,2,0,1,1,53033007500,530330075002,11604,Seattle First Hill/Capitol Hill,554,,,,,2,4,4,4,5,3,2,3,2,5,5,,1,0,0,0,1,0,0,0,09:31.7,19:00.0,10,1,1,,,,,,,11,1,299.6254153,299.6254153
17126677,1,51,King,1,0,1,0,53033007402,530330074023,11603,21,28,429,5,5/2/17,3,2,0,2,0,2,6,8,,5,1,2,1,4,1,0,,3,1,53033007500,530330075003,11604,Seattle First Hill/Capitol Hill,426,,,,,2,4,5,4,5,5,1,2,4,5,5,1,,0,0,0,1,0,0,0,04:54.7,15:05.9,11,4,1,1,1,0,1,0,0,95,3,511.7768296,170.5922765
17126682,2,50,King,1,0,1,0,53033008500,530330085003,11603,21,16,609,1,4/6/17,5,1,0,1,0,0,4,2,,1,2,2,3,4,1,10,0,3,1,53053061601,530530616011,11501,Tacoma Downtown,2869,,,,,2,4,1,5,4,1,1,1,4,5,1,2,2,0,0,0,1,0,0,0,47:50.2,05:25.8,18,1,1,,,,,,,3,1,482.3066787,482.3066787
17126685,1,51,King,1,0,1,0,53033008600,530330086001,11604,21,28,585,9,5/30/17,3,2,1,2,0,0,6,3,,2,1,2,1,4,3,10,150,4,1,53033005301,530330053013,11602,Seattle University Community,304,,,,,2,4,4,5,3,3,1,3,5,3,5,1,,1,0,0,1,0,1,0,14:05.3,15:37.9,8581,2,0,0,0,1,1,0,0,24,0,0,0
17126699,2,50,King,1,0,1,0,53033008200,530330082001,11603,20,16,516,9,6/1/17,5,1,1,1,0,1,3,1,,1,2,2,1,4,1,0,,3,1,53033001200,530330012001,11602,,65,,,,,2,1,4,5,4,2,2,1,4,5,5,,1,0,0,1,1,0,0,0,48:43.4,58:11.1,10,1,1,,,,,,,8,1,45.82084959,45.82084959
17126704,2,2,King,1,0,0,1,53033025804,530330258043,11610,1,0,1332,9,5/31/17,4,4,2,2,2,2,2,7,,5,2,1,6,1,1,2,0,1,,,,,,,,,,,,,5,5,5,3,1,4,4,1,1,,4,0,0,0,1,0,0,0,24:11.5,35:14.3,11,1,1,,,,,,,16,1,557.8209543,557.8209543
17126705,1,59,King,1,0,1,0,53033009000,530330090002,11604,20,16,618,6,5/9/17,3,3,1,2,1,2,2,7,,5,2,1,6,2,2,1,0,3,,,,,,,,,,,,,5,5,3,5,1,3,1,4,4,1,,0,0,0,1,0,0,0,34:49.5,47:48.6,13,5,1,1,1,1,0,0,1,76,4,4.538114767,1.134528692
17126708,2,51,King,1,0,1,0,53033005100,530330051001,11601,1,39,273,7,5/18/17,5,2,1,2,0,2,6,7,,5,1,2,5,4,1,0,,1,,,,,,,,,,,,,5,2,1,5,4,1,2,5,5,,1,0,0,0,1,0,0,0,24:05.4,34:52.0,10,1,1,,,,,,,14,1,24.13520159,24.13520159
17126709,2,2,King,1,0,0,1,53033000800,530330008001,11602,1,0,22,2,4/13/17,5,3,3,3,0,3,8,11,6,6,2,5,7,1,1,3,0,4,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,,1,0,0,1,1,0,0,0,43:12.9,03:59.1,20,1,1,,,,,,,0,1,6932.979235,6932.979235
17126738,2,58,King,1,0,1,0,53033008100,530330081003,11603,20,12,509,6,5/10/17,4,1,1,1,0,1,5,5,,3,2,1,7,4,1,10,0,3,,,,,,,,,,,,,5,4,5,3,4,3,3,5,5,2,4,0,0,0,1,0,0,0,31:15.4,54:33.3,9623,1,1,,,,,,,5,1,6.875123047,6.875123047
17126740,2,2,Pierce,3,0,0,1,53053072112,530530721121,11503,1,0,3040,2,4/12/17,4,2,2,2,0,1,7,7,,5,2,1,1,1,1,4,0,1,2,,,,,,0,Live Oak ,,44,1,1,5,5,1,1,4,1,3,4,5,2,5,0,0,0,,,0,0,31:10.6,42:41.5,11,1,1,,,,,,,6,1,546.9,546.9
17126752,2,59,King,1,0,1,0,53033000700,530330007001,11602,1,21,23,2,4/13/17,5,1,1,1,0,1,4,5,,3,2,1,6,4,1,1,0,1,,,,,,,,,,,,,5,5,5,3,4,3,5,4,5,,1,0,0,0,1,0,0,0,50:47.4,00:34.0,10,1,1,,,,,,,5,1,4.255350235,4.255350235
17126754,2,3,Pierce,3,0,0,1,53053072405,530530724051,11502,1,0,2716,5,5/3/17,4,1,2,1,0,0,5,5,,3,2,1,7,1,1,6,0,1,,,,,,,,,,,,,3,4,4,2,2,5,5,4,4,,1,0,0,0,1,0,0,0,30:04.8,42:04.0,12,1,1,,,,,,,4,1,2423.15684,2423.15684
17126762,1,33,King,1,1,0,0,53033022902,530330229024,11607,1,0,1621,5,5/2/17,3,4,1,2,2,1,1,6,,4,2,2,3,4,1,10,0,1,1,53033023201,530330232013,11608,,1568,,,,,2,4,5,3,3,3,3,5,3,3,5,1,,0,0,0,1,0,0,0,51:00.8,08:29.2,17,6,0,1,1,1,1,1,1,106,4,187.7788996,46.9447249
17126784,2,42,King,1,1,0,0,53033032309,530330323091,11607,1,0,1657,9,6/1/17,5,2,2,2,0,2,6,7,,5,2,2,1,4,1,2,70,3,1,53033020700,530330207001,11606,,1849,,,,,2,4,3,4,1,1,4,1,3,3,5,,2,1,0,0,1,0,0,0,55:10.3,09:06.2,14,1,1,,,,,,,14,1,2.65,2.65
17126786,2,52,King,1,0,1,0,53033005802,530330058023,11603,1,6,391,2,4/12/17,4,2,1,2,0,2,6,8,,5,2,2,2,4,1,10,0,1,2,,,,,,0,,60661,,2,4,5,4,2,3,2,1,5,4,4,2,1,0,0,0,1,0,0,0,30:12.8,41:44.7,11,1,1,,,,,,,8,1,22.27278132,22.27278132
17126809,2,54,King,1,0,1,0,53033010600,530330106002,11605,1,23,749,7,5/16/17,3,1,1,1,0,1,4,3,,2,2,2,6,4,1,8,0,1,,,,,,,,,,,,,3,5,3,3,3,3,4,3,4,,4,0,0,0,,,0,0,59:52.5,10:07.8,11,1,1,,,,,,,2,1,17.95892065,17.95892065
17126835,2,52,King,1,0,1,0,53033010900,530330109002,11605,1,18,761,9,5/31/17,4,2,1,2,0,1,7,7,,5,2,1,1,2,1,1,0,1,2,,,,,,0,Winchester,49391,17,1,1,5,5,3,3,4,3,2,5,3,,1,1,0,1,1,0,0,0,58:58.7,29:43.4,31,1,1,,,,,,,8,1,22.18337277,22.18337277
17126842,2,2,King,1,0,0,1,53033025200,530330252003,11610,1,0,1407,2,4/13/17,5,1,1,1,0,1,3,6,,4,2,1,3,1,1,2,0,1,1,53061051400,530610514003,11701,,2590,,,,,2,2,5,5,4,2,4,4,4,4,4,2,4,0,0,0,1,0,0,0,23:48.8,34:42.2,11,1,1,,,,,,,5,1,552.9004427,552.9004427
17126849,2,54,King,1,0,1,0,53033001800,530330018002,11601,1,20,93,6,5/9/17,3,1,1,1,0,1,4,7,,5,2,1,6,2,1,1,0,3,,,,,,,,,,,,,5,5,2,1,4,1,3,5,4,,1,0,0,0,1,0,0,0,59:24.9,10:50.7,11,1,1,,,,,,,5,1,14.45850721,14.45850721
17126862,1,56,King,1,0,1,0,53033009800,530330098004,11605,1,40,735,7,5/16/17,3,1,0,1,0,1,3,3,,2,1,2,1,4,1,0,,1,1,53033028600,530330286006,11611,,1002,,,,,2,1,5,3,4,1,1,3,5,5,5,1,,0,0,0,1,0,0,0,00:35.0,07:42.2,7,5,1,0,0,1,1,1,1,31,2,152.0149093,76.00745466
17126874,2,13,King,1,0,0,1,53033006700,530330067003,11603,1,0,385,4,4/25/17,3,2,1,2,0,0,8,6,,4,2,1,7,2,1,0,,1,,,,,,,,,,,,,5,1,3,1,5,5,1,1,1,,3,0,1,0,,,0,0,17:19.1,34:48.4,17,1,1,,,,,,,5,1,256.4663799,256.4663799
17126876,1,50,King,1,0,1,0,53033008200,530330082001,11603,20,16,506,4,4/25/17,3,1,0,1,0,1,4,6,,4,2,2,5,4,1,0,,3,,,,,,,,,,,,,5,5,1,3,4,1,4,5,5,1,,0,0,0,1,1,0,0,02:42.5,25:56.4,23,5,0,0,1,1,1,1,1,15,2,145.2873617,72.64368085
17126892,2,55,King,1,0,1,0,53033005400,530330054003,11601,1,17,318,2,4/12/17,4,1,0,1,0,1,3,6,,4,1,2,2,4,1,10,125,3,1,53033004900,530330049003,11601,,324,,,,,2,4,5,4,5,3,4,1,2,5,5,,1,0,0,0,1,0,0,0,37:50.0,44:17.5,7,1,1,,,,,,,6,1,40.07611067,40.07611067
17126893,2,11,King,1,0,0,1,53033032704,530330327044,11616,1,0,1991,7,5/17/17,4,2,1,2,0,0,8,2,,1,2,2,7,3,1,7,0,4,,,,,,,,,,,,,3,5,5,5,4,5,3,5,5,,1,0,0,0,1,0,0,0,21:07.6,31:17.5,10,1,1,,,,,,,6,1,4955.73696,4955.73696
17126917,2,57,King,1,0,1,0,53033002600,530330026003,11602,1,32,184,6,5/10/17,4,2,2,2,0,1,8,8,,5,2,1,2,1,1,0,,1,2,,,,,,0,Tempe,85284,3,1,1,2,5,5,1,1,4,4,1,1,,3,0,0,0,0,1,0,0,25:52.1,45:01.4,20,1,1,,,,,,,0,1,7.914863898,7.914863898
17126974,2,57,King,1,0,1,0,53033002600,530330026003,11602,1,32,184,5,5/3/17,4,2,2,2,0,2,7,7,,5,2,1,6,1,1,1,0,1,,,,,,,,,,,,,5,4,4,2,4,2,4,4,5,,1,0,0,0,1,0,0,0,04:06.5,29:11.7,25,1,1,,,,,,,5,1,6.975,6.975
17126985,2,3,King,1,0,0,1,53033002700,530330027003,11601,1,0,127,2,4/11/17,3,3,2,3,0,3,7,7,,5,2,2,6,1,1,1,0,1,,,,,,,,,,,,,4,5,4,3,1,3,4,5,5,,1,0,0,1,1,0,0,0,59:42.2,22:12.2,23,1,1,,,,,,,10,1,492.9,492.9
17127014,1,59,King,1,0,1,0,53033008700,530330087003,11604,1,1,601,3,4/18/17,3,2,1,2,0,2,7,10,,5,1,1,5,2,1,1,0,2,,,,,,,,,,,,,5,5,5,5,3,1,5,4,5,1,,0,0,0,1,0,0,0,27:19.2,35:43.4,8,7,1,1,1,1,1,1,1,34,4,4.655374438,1.16384361
17127020,2,22,King,1,1,0,0,53033022606,530330226062,11607,1,0,1643,8,5/24/17,4,1,1,1,0,0,4,11,6,6,2,1,6,4,1,1,0,1,,,,,,,,,,,,,4,4,4,3,4,3,4,4,4,,1,0,0,0,1,0,0,0,35:28.5,44:29.7,9,1,1,,,,,,,8,1,16.1,16.1
17127026,2,11,King,1,0,0,1,53033029206,530330292062,11613,1,0,1053,8,5/24/17,4,4,1,2,2,1,2,4,,2,2,2,6,4,1,0,,3,,,,,,,,,,,,,4,5,3,3,2,4,3,5,4,2,1,0,0,0,1,0,0,0,30:41.5,53:16.0,23,1,1,,,,,,,12,1,2967.828161,2967.828161
17127027,2,57,King,1,0,1,0,53033002600,530330026003,11602,1,0,184,9,5/31/17,4,4,2,2,2,2,2,10,,5,2,1,5,1,1,1,0,1,,,,,,,,,,,,,5,3,4,4,2,5,4,5,5,,2,0,0,1,0,1,0,0,52:17.5,05:57.3,13,1,1,,,,,,,15,1,7.076706704,7.076706704
17127031,1,12,King,1,0,0,1,53033007900,530330079002,11604,1,0,563,5,5/2/17,3,2,2,2,0,1,6,6,,4,2,1,2,2,1,1,0,1,1,53033007600,530330076002,11604,,423,,,,,2,4,5,4,4,3,2,3,2,4,5,1,,0,0,0,1,0,0,0,57:30.5,11:07.7,14,4,1,1,0,0,0,1,1,96,3,2340.272305,780.0907685
17127052,2,3,Pierce,3,0,0,1,53053072308,530530723085,11503,1,0,2984,3,4/19/17,4,2,2,2,0,2,6,4,,2,2,2,1,4,3,10,0,4,1,53033030313,530330303132,11612,,1137,,,,,2,4,5,5,3,3,4,4,4,1,2,,1,0,0,0,1,0,0,0,33:23.3,43:10.5,10,1,1,,,,,,,4,1,494.5774386,494.5774386
17127058,2,50,King,1,0,1,0,53033007000,530330070002,11603,25,38,398,5,5/4/17,5,1,1,1,0,1,4,5,,3,2,2,4,4,1,0,,1,1,53033004900,530330049003,11601,,323,,,,,2,4,4,5,1,1,4,1,3,5,5,,2,0,0,0,1,0,0,0,51:09.4,58:46.0,7,1,1,,,,,,,6,1,61.01386573,61.01386573
17127093,2,43,King,1,1,0,0,53033032309,530330323092,11607,16,0,1674,9,6/1/17,5,1,1,1,0,1,3,8,,5,2,2,4,4,1,1,0,3,2,,,,,,0,Solon,,35,2,4,2,3,5,1,2,1,2,5,4,,1,1,0,1,1,0,0,0,35:19.4,52:57.7,17,1,1,,,,,,,4,1,4.275,4.275
17127094,2,55,King,1,0,1,0,53033011401,530330114012,11605,1,41,796,5,5/2/17,3,1,1,1,0,0,5,2,,1,2,1,6,4,1,1,0,1,,,,,,,,,,,,,5,5,4,5,4,4,4,5,5,,4,0,0,0,1,0,0,0,12:41.6,21:06.2,9,1,1,,,,,,,2,1,308.776647,308.776647
17127117,2,51,King,1,0,1,0,53033007500,530330075002,11604,21,28,554,9,5/31/17,4,1,1,1,0,1,4,8,,5,2,1,6,4,1,7,300,2,,,,,,,,,,,,,4,4,4,1,4,1,4,4,5,,1,1,0,0,1,0,0,0,58:36.5,04:06.0,6,1,1,,,,,,,8,1,24.79946246,24.79946246
17127120,2,56,King,1,0,1,0,53033007300,530330073002,11603,20,14,431,8,5/25/17,5,1,1,1,0,1,5,10,,5,2,4,3,4,1,1,120,3,1,53033002400,530330024003,11602,,113,,,,,1,1,5,5,1,1,4,1,2,3,5,2,5,0,0,0,,,0,0,39:09.8,53:47.2,14,1,1,,,,,,,2,1,64.05414174,64.05414174
17127154,2,51,King,1,0,1,0,53033007401,530330074014,11603,21,9,429,7,5/16/17,3,2,1,2,0,2,7,5,,3,1,2,4,4,1,1,100,1,1,53033007402,530330074023,11603,Seattle First Hill/Capitol Hill,429,,,,,2,4,2,5,4,2,5,1,4,5,5,,2,0,0,1,1,1,0,0,29:38.2,40:03.8,11,1,1,,,,,,,3,1,23.57560955,23.57560955
17127202,2,51,King,1,0,1,0,53033003200,530330032002,11601,1,5,246,8,5/25/17,5,1,1,1,0,1,5,3,,2,2,2,6,4,1,1,50,1,,,,,,,,,,,,,5,5,2,3,2,3,4,2,4,,1,0,0,0,1,0,0,0,32:49.1,49:42.3,17,1,1,,,,,,,4,1,28.45407328,28.45407328
17127245,1,11,Pierce,3,0,0,1,53053060904,530530609044,11501,1,0,2769,4,4/25/17,3,1,1,1,0,1,3,4,,2,2,2,2,4,1,1,25,1,1,53053062600,530530626001,11501,Tacoma Mall,2963,,,,,2,3,2,5,5,3,1,1,4,1,2,1,,0,0,0,1,0,0,0,47:43.4,56:23.8,9,7,1,1,1,1,1,1,1,38,4,2740.079777,685.0199445
17127259,2,54,King,1,0,1,0,53033011800,530330118004,11604,1,30,846,5,5/4/17,5,2,3,2,0,2,7,6,,4,2,1,5,2,1,2,0,2,,,,,,,,,,,,,5,5,3,3,4,1,1,5,4,,2,0,0,0,1,0,0,0,47:53.1,59:14.6,12,1,1,,,,,,,12,1,343.8820696,343.8820696
17127288,1,11,King,1,0,0,1,53033029801,530330298015,11613,1,0,1074,7,5/16/17,3,2,2,2,0,2,6,6,,4,2,2,3,4,1,10,0,3,1,,,,,,,,,,5,6,3,4,4,3,4,5,4,5,4,1,,0,0,1,1,1,0,0,41:43.2,18:36.6,37,4,0,1,1,0,1,1,0,76,2,267.6828689,133.8414345
