hhid,personid,pernum,sample_segment,hhgroup,traveldate,relationship,proxy_parent,proxy,age,gender,employment,jobs_count,worker,student,schooltype,education,license,vehicleused,smartphone_type,smartphone_age,smartphone_qualified,race_afam,race_aiak,race_asian,race_hapi,race_hisp,race_white,race_other,race_noanswer,workplace,hours_work,commute_freq,commute_mode,commute_dur,telecommute_freq,wpktyp,workpass,workpass_cost,workpass_cost_dk,work_county,work_tract,work_bg,work_puma10,work_rgcname,work_taz2010,prev_work_wa,prev_work_county,prev_work_notwa_city,prev_work_notwa_zip,prev_work_tract,prev_work_bg,prev_work_puma10,prev_work_rgcname,prev_work_taz2010,prev_work_notwa_state,prev_work_notwa_notus,school_freq,school_loc_county,school_tract,school_bg,school_puma10,school_rgcname,school_taz2010,completed_pref_survey,mode_freq_1,mode_freq_2,mode_freq_3,mode_freq_4,mode_freq_5,tran_pass_1,tran_pass_2,tran_pass_3,tran_pass_4,tran_pass_5,tran_pass_6,tran_pass_7,tran_pass_8,tran_pass_9,tran_pass_10,tran_pass_11,tran_pass_12,benefits_1,benefits_2,benefits_3,benefits_4,av_interest_1,av_interest_2,av_interest_3,av_interest_4,av_interest_5,av_interest_6,av_interest_7,av_concern_1,av_concern_2,av_concern_3,av_concern_4,av_concern_5,wbt_transitmore_1,wbt_transitmore_2,wbt_transitmore_3,wbt_bikemore_1,wbt_bikemore_2,wbt_bikemore_3,wbt_bikemore_4,wbt_bikemore_5,rmove_incentive,call_center,mobile_device,num_trips,nwkdays,hh_wt_final,hh_day_wt_final
17124464,1712446402,2,1,2,5/11/17,1,,1,9,1,6,,0,1,,1,1,2,1,2,1,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,7,7,7,,,,,,,,,,,,,,,,,5,5,,,5,5,5,2,2,2,2,2,4,4,4,5,5,5,5,5,,0,1,0,1,475.275,475.275
17124466,1712446601,1,43,2,5/9/17,0,,1,7,1,1,1,1,1,,2,1,1,2,2,1,0,0,0,0,0,1,0,0,1,3,2,1,1,9,2,5,,,King County,53033022803,530330228033,11607,,1613,3,,,,,,,,,,,,,,,,,,1,7,7,3,7,7,,,,,,,,,,,,,3,1,2,2,1,1,1,1,1,1,1,2,1,1,2,2,6,6,6,6,6,6,6,6,,0,0,2,1,8.38562875,8.38562875
17124466,1712446602,2,43,2,5/9/17,1,,2,7,2,3,1,1,1,,7,3,,2,2,1,0,0,0,0,0,1,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,2,7,7,,,,,,,,,,,,,,,,,1,1,,,1,1,1,1,1,2,1,1,6,6,6,6,6,6,6,6,,0,0,0,1,8.38562875,8.38562875
17124466,1712446603,3,43,2,5/9/17,2,,3,2,2,,,0,,9,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,8.38562875,8.38562875
17124466,1712446604,4,43,2,5/9/17,2,,3,1,2,,,0,,9,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,8.38562875,8.38562875
17124500,1712450001,1,55,2,5/25/17,0,,1,6,2,1,1,1,1,,6,1,1,2,2,1,0,0,0,0,0,0,0,1,1,3,4,3,5,9,2,1,35,0,King County,53033008500,530330085003,11603,Seattle First Hill/Capitol Hill,609,,,,,,,,,,,,,,,,,,,1,5,7,4,7,6,2,3,2,3,3,3,3,3,3,3,3,,1,1,1,1,5,5,5,5,5,5,5,1,2,1,1,1,4,2,4,6,6,6,6,6,,0,0,5,1,305.6554348,305.6554348
17124543,1712454301,1,56,2,4/25/17,0,,1,7,1,1,1,1,1,,6,1,1,3,,0,0,0,0,0,0,1,0,0,1,2,2,8,6,8,,,,,King County,53033022803,530330228033,11607,Redmond-Overlake,1615,,,,,,,,,,,,,,,,,,,1,2,6,2,7,6,2,2,1,2,3,3,3,3,3,2,3,,2,2,3,2,1,1,2,3,2,1,1,3,2,3,3,3,,,,-9999,-9999,-9999,-9999,-9999,,0,1,2,1,8.371467859,8.371467859
17124543,1712454302,2,56,2,4/25/17,1,,2,7,2,1,1,1,1,,6,1,2,3,,0,0,0,0,0,0,1,0,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,7,3,7,6,2,2,1,3,3,3,3,3,3,3,3,,1,1,1,1,1,5,,,2,2,2,1,1,2,1,1,6,6,6,6,6,6,6,6,,0,1,0,1,8.371467859,8.371467859
17124565,1712456501,1,31,2,4/20/17,0,,1,6,2,5,,0,1,,7,1,1,1,2,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,7,7,7,,,,,,,,,,,,,,,,,5,5,,,5,5,5,1,1,1,1,1,6,6,6,6,6,6,6,6,,0,1,2,1,6.803348779,6.803348779
17124565,1712456502,2,31,2,4/20/17,1,,1,6,1,1,1,1,1,,7,1,1,1,2,1,0,0,1,0,0,0,0,0,1,2,2,1,4,8,2,5,,,King County,53033032309,530330323092,11607,Redmond Downtown,1655,2,,,,,,,,,,1,,,,,,,,1,5,7,5,7,7,2,3,1,3,3,3,3,3,3,2,3,,2,1,3,4,4,2,1,5,2,6,1,1,1,1,1,1,4,4,4,5,5,5,5,5,,0,1,5,1,6.803348779,6.803348779
17124573,1712457301,1,51,2,4/20/17,0,,1,7,1,1,1,1,1,,7,1,1,1,2,1,0,0,0,0,0,1,0,0,1,3,2,12,4,8,,,,,King County,53033008200,530330082001,11603,Seattle Downtown,503,1,Snohomish County,,,53061051925,530610519252,11704,Bothell Canyon Park,2564,,,,,,,,,,1,2,6,4,7,3,2,3,1,3,3,3,3,3,3,3,3,,3,1,3,1,1,1,2,2,2,1,1,2,3,1,2,3,,,,-9999,-9999,-9999,-9999,-9999,,0,0,4,1,23.48877851,23.48877851
17124583,1712458301,1,2,2,5/18/17,0,,1,9,2,6,,0,1,,7,1,1,6,,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,6,7,7,,,,,,,,,,,,,,,,,5,4,,,5,4,3,2,1,2,1,1,3,3,4,4,4,4,4,4,,0,0,6,1,566.108128,566.108128
17124588,1712458801,1,57,2,5/31/17,0,,1,9,1,6,,0,1,,1,1,1,2,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,6,1,7,5,2,2,1,3,3,3,3,3,3,3,3,,,,,,1,1,,,3,1,1,2,2,1,3,1,6,1,1,1,1,4,4,4,,0,0,6,1,9.659497293,9.659497293
17124588,1712458802,2,57,2,5/31/17,1,,1,10,2,6,,0,1,,7,1,1,2,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,7,2,7,6,2,2,1,2,1,2,2,2,2,2,2,,,,,,5,4,,,5,5,4,1,5,5,1,1,2,1,2,5,5,5,5,5,,0,0,6,1,9.659497293,9.659497293
17124597,1712459701,1,50,2,4/18/17,0,,1,11,2,6,,0,1,,7,1,1,2,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,7,5,7,6,1,2,1,2,1,2,2,2,2,2,2,,,,,,5,3,,,5,5,2,1,3,2,1,1,3,3,4,5,5,5,5,5,,1,0,6,1,235.5121924,235.5121924
17124617,1712461701,1,13,2,5/11/17,0,,1,9,1,1,1,1,1,,7,1,1,2,2,1,0,0,1,0,0,0,0,0,1,2,1,1,2,4,1,5,,,King County,53033022500,530330225005,11607,,1664,3,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,0,0,2,1,212.6,212.6
17124625,1712462501,1,12,2,5/4/17,0,,1,9,1,1,1,1,1,,7,1,2,2,2,1,0,0,0,0,0,1,0,0,1,3,2,6,6,9,,,,,Pierce County,53053060906,530530609061,11501,,2795,,,,,,,,,,,,,,,,,,,1,6,1,4,7,7,,,,,,,,,,,,,1,1,1,1,2,2,5,5,2,5,5,2,2,1,1,2,5,5,5,,,,,,,0,0,4,1,186.3,186.3
17124625,1712462502,2,12,2,5/4/17,1,,2,9,2,1,2,1,1,,6,1,1,6,,0,0,0,0,0,0,1,0,0,1,3,2,1,5,9,1,5,,,Pierce County,53053062600,530530626001,11501,,2991,,,,,,,,,,,,,,,,,,,1,6,6,2,7,7,,,,,,,,,,,,,1,1,1,1,5,4,5,5,5,5,5,1,1,1,1,1,5,3,3,2,2,3,4,2,,0,0,10,1,186.3,186.3
17124628,1712462801,1,59,1,4/18/17,0,0,1,8,1,1,2,1,1,,4,1,1,1,2,1,0,0,0,0,0,1,0,0,1,3,2,8,2,9,,,,,King County,53033023804,530330238042,11608,Bellevue,1547,1,King County,,,53033032313,530330323132,11607,,1650,,,,,,,,,,1,1,6,2,7,6,2,2,1,3,3,3,3,3,3,3,3,,2,2,1,2,5,2,5,5,5,5,2,1,2,1,1,1,,,,-9999,-9999,-9999,-9999,-9999,1,0,0,20,4,73.13218912,18.28304728
17124637,1712463701,1,50,2,5/9/17,0,,1,7,1,1,1,1,1,,6,3,,1,2,1,0,0,0,0,0,1,0,0,1,3,2,7,2,2,,,,,King County,53033008100,530330081002,11603,Seattle Downtown,521,3,,,,,,,,,,,,,,,,,,1,3,7,1,7,3,2,3,1,3,3,3,3,3,3,3,3,,1,1,3,4,1,3,1,1,5,3,5,2,3,3,2,3,2,1,1,6,6,6,6,6,,0,0,6,1,52.91169722,52.91169722
17124688,1712468801,1,22,2,5/31/17,0,,1,8,1,1,1,1,1,,7,1,2,2,2,1,0,0,1,0,0,0,0,0,1,2,2,1,3,8,2,5,,,King County,53033022803,530330228031,11607,Redmond-Overlake,1626,1,King County,,,53033022803,530330228031,11607,,1626,,,,,,,,,,1,6,6,3,7,6,,,,,,,,,,,,,3,4,3,3,2,2,2,2,3,2,1,4,2,2,1,2,6,2,2,2,2,3,3,6,,0,0,4,1,16.54765232,16.54765232
17124688,1712468802,2,22,2,5/31/17,1,,1,8,2,5,,0,1,,7,1,1,1,2,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,7,2,7,7,,,,,,,,,,,,,,,,,4,2,,,4,4,2,2,2,4,2,2,6,3,3,5,4,4,5,6,,0,0,15,1,16.54765232,16.54765232
17124688,1712468803,3,22,2,5/31/17,2,,3,3,2,,,0,,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,King County,53033022201,530330222013,11607,,1725,1,5,7,3,,,2,3,2,3,3,3,3,1,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,1,16.54765232,16.54765232
17124696,1712469601,1,50,2,5/4/17,0,,1,7,1,1,1,1,1,,7,1,1,2,2,1,0,0,0,0,0,1,0,0,1,1,2,1,2,8,2,1,314,0,King County,53033008100,530330081001,11603,Seattle Downtown,535,2,,,,,,,,,,1,,,,,,,,1,6,6,1,7,4,,,,,,,,,,,,,1,1,3,1,1,2,2,2,1,2,1,5,4,5,5,5,6,6,6,4,6,4,4,3,,0,1,1,1,348.4669431,348.4669431
17124713,1712471301,1,42,2,5/31/17,0,,1,5,1,1,1,1,1,,6,1,1,2,2,1,0,0,1,0,0,0,0,0,1,3,2,8,2,7,,,,,King County,53033008100,530330081002,11603,Seattle Downtown,531,1,King County,,,53033005400,530330054004,11601,,313,,,,,,,,,,1,2,6,3,7,5,2,2,1,1,2,2,2,2,2,2,2,,3,1,3,1,2,2,1,2,1,2,2,3,2,2,3,4,,,,-9999,-9999,-9999,-9999,-9999,,0,0,4,1,2.65,2.65
17124713,1712471302,2,42,2,5/31/17,1,,1,6,2,1,1,1,1,,7,1,1,2,2,1,0,0,1,0,0,0,0,0,1,3,2,1,2,7,1,5,,,King County,53033022803,530330228033,11607,Redmond-Overlake,1612,3,,,,,,,,,,,,,,,,,,1,4,7,4,4,4,2,2,1,2,2,2,2,2,2,2,2,,3,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,0,0,1,2.65,2.65
17124722,1712472201,1,50,2,5/23/17,0,,1,10,1,6,,0,1,,7,1,1,6,,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,7,2,7,4,,,,,,,,,,,,,,,,,5,5,,,5,5,5,1,1,1,1,1,2,2,2,5,5,5,5,5,,1,0,1,1,90.55645947,90.55645947
17124746,1712474601,1,1,2,5/23/17,0,,1,7,2,5,,0,1,,6,1,1,1,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,6,5,7,7,,,,,,,,,,,,,,,,,5,5,,,5,5,5,1,1,2,1,3,5,5,5,5,5,5,5,5,,0,1,9,1,11049.51135,11049.51135
17124746,1712474602,2,1,2,5/23/17,1,,2,7,1,1,1,1,1,,3,1,2,6,,0,0,0,0,0,0,1,0,0,1,2,2,1,4,9,1,5,,,Pierce County,53053061700,530530617005,11501,,2930,1,King County,,,53033029700,530330297003,11613,Kent,1255,,,,,,,,,,1,7,6,6,7,7,,,,,,,,,,,,,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,0,1,2,1,11049.51135,11049.51135
17124746,1712474603,3,1,2,5/23/17,2,,3,2,1,,,0,,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Pierce County,53053940003,530539400032,11505,,3177,1,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,6,1,11049.51135,11049.51135
17124746,1712474604,4,1,2,5/23/17,2,,3,2,2,,,0,,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Pierce County,53053940003,530539400032,11505,,3177,1,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,6,1,11049.51135,11049.51135
17124754,1712475401,1,54,2,5/31/17,0,,1,10,1,6,,0,1,,7,1,2,2,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,3,2,7,7,2,3,1,3,3,3,3,3,3,3,3,,,,,,1,1,,,3,2,1,2,2,2,1,2,3,3,3,2,2,2,2,2,,0,0,2,1,15.42768766,15.42768766
17124754,1712475402,2,54,2,5/31/17,1,,2,10,2,6,,0,1,,7,1,1,2,2,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,7,2,7,7,2,3,1,3,3,3,3,3,3,3,3,,,,,,2,2,,,2,3,2,1,2,1,2,2,2,2,2,6,6,6,6,6,,0,0,7,1,15.42768766,15.42768766
17124765,1712476501,1,51,2,5/3/17,0,,1,8,1,1,1,1,1,,7,1,,1,2,1,0,0,0,0,0,1,0,0,1,3,2,6,6,7,,,,,King County,53033007300,530330073003,11603,Seattle South Lake Union,433,,,,,,,,,,,,,,,,,,,1,5,1,2,4,5,2,3,1,3,3,3,3,3,3,3,3,,4,4,3,3,2,2,5,5,5,4,4,2,2,2,2,2,3,3,3,,,,,,,0,0,8,1,72.50223405,72.50223405
17124813,1712481301,1,1,2,5/16/17,0,,1,10,1,6,,0,1,,2,1,2,6,,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,2,7,7,,,,,,,,,,,,,,,,,5,5,,,5,5,5,2,2,3,1,2,4,4,4,5,5,5,5,5,,0,0,5,1,588.5691694,588.5691694
17124813,1712481302,2,1,2,5/16/17,1,,1,10,2,6,,0,1,,2,1,1,6,,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,7,7,7,,,,,,,,,,,,,,,,,6,6,,,6,6,6,2,2,2,2,2,5,5,5,5,5,5,5,5,,0,0,0,1,588.5691694,588.5691694
17124854,1712485401,1,2,2,4/18/17,0,,1,7,2,5,,0,1,,6,1,1,1,2,1,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,1,7,6,,,,,,,,,,,,,,,,,2,1,,,1,4,2,1,1,1,1,1,2,2,3,3,2,3,3,4,,0,1,3,1,12502.19358,12502.19358
17124854,1712485402,2,2,2,4/18/17,1,,3,6,1,1,1,1,1,,3,1,2,1,2,1,0,0,0,0,1,0,0,0,1,1,2,1,5,9,1,5,,,King County,53033009300,530330093002,11605,,654,,,,,,,,,,,,,,,,,,,1,6,7,1,7,7,,,,,,,,,,,,,2,4,3,2,,,,,,,,,,,,,,,,,,,,,,0,1,3,1,12502.19358,12502.19358
17124854,1712485403,3,2,2,4/18/17,2,,3,2,1,,,0,,4,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,King County,53033030202,530330302022,11612,,1088,1,6,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,1,12502.19358,12502.19358
17124854,1712485404,4,2,2,4/18/17,2,,3,1,1,,,0,,9,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,12502.19358,12502.19358
17124861,1712486101,1,1,2,5/2/17,0,,1,8,1,1,1,1,1,,3,1,2,1,2,1,0,0,0,0,0,1,0,0,1,2,2,1,3,9,1,5,,,Snohomish County,53061052209,530610522091,11705,,2445,2,,Ocala,,,,,,,9,0,,,,,,,,1,7,7,7,7,7,,,,,,,,,,,,,1,1,4,2,5,5,5,5,5,5,5,2,1,5,1,1,5,5,5,5,5,5,5,5,,0,0,2,1,496.9032631,496.9032631
17124861,1712486102,2,1,2,5/2/17,1,,1,8,2,1,1,1,1,,5,1,1,1,2,1,0,0,0,0,1,0,0,0,1,2,2,1,2,9,1,5,,,Snohomish County,53061052502,530610525023,11705,,2342,2,,ocala,,,,,,,9,0,,,,,,,,1,7,7,7,7,7,,,,,,,,,,,,,1,1,1,1,5,5,5,5,5,5,5,5,2,5,1,1,5,5,5,5,5,5,5,5,,0,0,2,1,496.9032631,496.9032631
17124861,1712486103,3,1,2,5/2/17,2,,3,2,2,,,0,,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Snohomish County,53061053802,530610538021,11705,,2366,1,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,496.9032631,496.9032631
17124862,1712486201,1,13,2,4/18/17,0,,1,7,1,1,1,1,1,,6,1,2,2,2,1,0,0,0,0,0,1,0,0,2,1,4,14,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,7,2,7,7,1,1,3,3,3,3,3,3,3,3,3,,3,2,1,1,5,5,5,5,5,5,5,3,1,1,2,2,5,2,2,5,5,5,5,5,,0,0,4,1,223.3953243,223.3953243
17124862,1712486202,2,13,2,4/18/17,1,,1,7,2,5,,0,1,,6,1,1,2,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,6,2,7,7,1,1,3,3,3,3,3,3,3,3,3,,,,,,5,5,,,5,5,5,2,3,1,2,2,5,5,5,5,5,5,5,5,,0,0,9,1,223.3953243,223.3953243
17124862,1712486203,3,13,2,4/18/17,2,,3,4,1,,1,1,,3,,1,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Kitsap County,53035090900,530350909001,11801,,3694,1,4,6,3,7,7,1,2,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,1,223.3953243,223.3953243
17124862,1712486204,4,13,2,4/18/17,2,,3,3,2,,,0,,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Kitsap County,53035090800,530350908001,11801,,3689,1,5,3,3,,,1,2,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,223.3953243,223.3953243
17124875,1712487501,1,1,2,4/20/17,0,,1,8,2,6,,0,1,,3,3,,6,,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,1,7,4,2,2,1,2,1,2,2,2,2,2,2,,,,,,5,2,,,5,5,5,1,1,3,1,6,,,,-9999,-9999,-9999,-9999,-9999,,1,0,4,1,4874.612793,4874.612793
17124939,1712493901,1,11,2,5/2/17,0,,1,7,1,1,1,1,1,,6,1,1,2,2,1,0,0,0,0,0,1,0,0,2,1,5,1,,5,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,3,4,7,5,,,,,,,,,,,,,3,1,1,1,6,6,6,6,6,6,6,3,2,3,2,2,6,3,3,3,3,3,3,3,,0,0,2,1,3403.074864,3403.074864
17124939,1712493902,2,11,2,5/2/17,1,,3,8,2,2,1,1,1,,4,1,2,2,2,1,0,0,0,0,0,1,0,0,1,4,2,1,4,9,2,5,,,King County,53033004301,530330043011,11602,Seattle University Community,289,2,,Spring,,,,,,,44,0,,,,,,,,1,6,7,4,7,5,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,0,0,4,1,3403.074864,3403.074864
17124939,1712493903,3,11,2,5/2/17,2,,3,2,1,,,0,,4,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,King County,53033009800,530330098004,11605,,735,1,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,1,3403.074864,3403.074864
17124943,1712494301,1,51,1,4/18/17,0,0,3,6,1,1,1,1,1,,6,1,13,1,2,1,0,0,0,0,0,1,0,0,1,3,2,12,4,9,,,,,King County,53033008100,530330081002,11603,Seattle Downtown,529,1,King County,,,53033023804,530330238042,11608,Bellevue,1548,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,8,2,549.6127537,274.8063769
17124943,1712494302,2,51,1,4/18/17,6,0,3,6,2,1,1,1,1,,6,1,1,1,2,1,0,0,1,0,0,0,0,0,1,3,2,12,1,9,,,,,King County,53033008100,530330081002,11603,Seattle Downtown,541,3,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,10,2,549.6127537,274.8063769
17124944,1712494401,1,23,2,4/12/17,0,,1,6,1,1,1,1,2,6,6,1,1,1,2,1,0,0,1,0,0,0,0,0,1,2,2,1,4,8,2,5,,,King County,53033022803,530330228033,11607,Redmond-Overlake,1615,3,,,,,,,,,,,8,,,,,,,1,7,7,5,7,7,,,,,,,,,,,,,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,4,4,4,4,4,,0,0,2,1,24.52788224,24.52788224
17124944,1712494402,2,23,2,4/12/17,1,,2,6,2,1,1,1,1,,6,1,2,2,2,1,0,0,1,0,0,0,0,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,7,7,7,,,,,,,,,,,,,3,4,4,4,1,1,,,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,,0,0,0,1,24.52788224,24.52788224
17124950,1712495001,1,22,2,4/27/17,0,,1,6,1,1,1,1,1,,6,1,1,2,2,1,0,0,1,0,0,0,0,0,1,2,3,1,3,6,2,5,,,King County,53033032309,530330323091,11607,Redmond Downtown,1653,3,,,,,,,,,,,,,,,,,,1,7,7,7,7,7,,,,,,,,,,,,,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,,0,1,0,1,16.51342474,16.51342474
17124950,1712495002,2,22,2,4/27/17,1,,2,6,2,5,,0,1,,6,1,1,1,2,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,3,7,7,,,,,,,,,,,,,,,,,5,5,,,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,,0,1,2,1,16.51342474,16.51342474
17124950,1712495003,3,22,2,4/27/17,2,,3,2,2,,,0,,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,King County,53033032309,530330323092,11607,Redmond Downtown,1674,1,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,1,16.51342474,16.51342474
17124950,1712495004,4,22,2,4/27/17,2,,3,1,2,,,0,,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,16.51342474,16.51342474
17124962,1712496201,1,56,2,5/24/17,0,,1,8,2,1,1,1,1,,7,1,1,1,2,1,0,0,1,0,0,1,0,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,6,1,6,4,2,3,1,3,3,3,3,3,3,3,3,,1,1,1,1,5,5,,,5,5,5,2,3,2,2,2,3,3,3,3,4,4,4,4,,0,1,2,1,159.1264126,159.1264126
17124962,1712496202,2,56,2,5/24/17,1,,1,8,1,1,1,1,1,,6,1,2,2,2,1,0,0,0,0,0,1,0,0,1,1,2,8,3,2,,,,,King County,53033008002,530330080021,11603,Seattle Downtown,470,1,King County,,,53033024800,530330248002,11608,,1471,,,,,,,,,,1,2,6,1,5,5,2,2,1,3,3,3,3,3,3,3,3,,3,1,1,1,4,4,4,4,4,4,4,2,2,2,3,2,,,,-9999,-9999,-9999,-9999,-9999,,0,1,2,1,159.1264126,159.1264126
17124972,1712497201,1,50,1,4/25/17,0,0,1,7,1,1,1,1,1,,6,1,,2,2,1,0,0,0,0,0,1,0,0,1,2,2,8,5,7,,,,,King County,53033023401,530330234012,11608,,1509,,,,,,,,,,,,,,,,,,,1,1,6,1,6,6,2,3,1,3,3,3,3,3,3,3,3,,1,1,3,2,2,2,2,2,2,2,2,4,2,4,3,3,,,,-9999,-9999,-9999,-9999,-9999,1,0,0,20,4,111.4165035,27.85412588
17124996,1712499601,1,51,2,5/3/17,0,,1,10,1,6,,0,1,,7,1,1,2,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,7,1,7,7,2,3,3,3,3,3,3,3,3,3,3,,,,,,2,1,,,5,4,5,1,1,1,1,1,5,5,5,5,5,5,5,5,,0,0,4,1,29.24747339,29.24747339
17124996,1712499602,2,51,2,5/3/17,1,,1,10,2,6,,0,1,,7,1,13,2,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,4,7,7,,,,,,,,,,,,,,,,,5,2,,,5,5,5,1,1,1,1,1,5,5,5,5,5,5,5,5,,0,0,0,1,29.24747339,29.24747339
17125056,1712505601,1,51,2,6/1/17,0,,1,7,2,1,1,1,1,,7,1,1,2,2,1,0,0,1,0,0,0,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,6,1,6,3,2,1,1,3,3,2,3,3,3,3,3,,3,4,4,3,1,1,,,1,1,1,1,1,3,3,2,2,2,2,1,1,1,1,1,,0,0,2,1,441.6183947,441.6183947
